STREET,LOCALITY,RECD_DATE,COMP_DATE,EASTING,NORTHING
HAREWOOD ROAD,COLLINGHAM,30/4/2018 00:00:00,4/5/2018 0:00,435850.59,445338.08
HAREWOOD ROAD,COLLINGHAM,30/4/2018 00:00:00,4/5/2018 0:00,436357.8,445463.76
WELLINGTON STREET,LEEDS,30/4/2018 00:00:00,1/5/2018 0:00,428998.41,433576.02
MILNERS ROAD,YEADON,30/4/2018 00:00:00,9/5/2018 0:00,419633.05,441128.02
ARTHINGTON LANE,ARTHINGTON,30/4/2018 00:00:00,2/5/2018 0:00,429100.44,445107.4
LANCASTRE AVENUE,BRAMLEY,30/4/2018 00:00:00,15/5/2018 00:00:00,425603.06,435292.81
SKELTON ROAD,OSMONDTHORPE,30/4/2018 00:00:00,2/5/2018 0:00,432909.71,433560.46
HAREHILLS AVENUE,HAREHILLS,30/4/2018 00:00:00,4/5/2018 0:00,432087.23,436103.24
SCOTT HALL ROAD,LEEDS,30/4/2018 00:00:00,21/5/2018 00:00:00,430482.18,435420.15
ANNIE STREET,MORLEY,30/4/2018 00:00:00,3/5/2018 0:00,426620.02,427722.95
WESTON LANE,OTLEY,30/4/2018 00:00:00,2/5/2018 0:00,419847.73,446169.87
HIGH STREET,BOSTON SPA,30/4/2018 00:00:00,2/5/2018 0:00,442931.12,445679.83
OTLEY ROAD,ADEL,30/4/2018 00:00:00,3/5/2018 0:00,426939.4,439687.89
HAWKHILL DRIVE,CROSS GATES,30/4/2018 00:00:00,10/5/2018 0:00,435912.76,434859.77
FARM ROAD,CROSS GATES,30/4/2018 00:00:00,10/5/2018 0:00,435953.81,434599.06
WAKEFIELD ROAD,GILDERSOME,30/4/2018 00:00:00,1/5/2018 0:00,424850.78,427798.29
WAKEFIELD ROAD,GILDERSOME,30/4/2018 00:00:00,1/5/2018 0:00,424861.81,427792.81
STONEGATE ROAD,MEANWOOD,30/4/2018 00:00:00,2/5/2018 0:00,430369.83,438909.12
STREET LANE,GILDERSOME,30/4/2018 00:00:00,1/5/2018 0:00,424228.44,428438.44
STREET LANE,GILDERSOME,30/4/2018 00:00:00,1/5/2018 0:00,424231.75,428549.61
CHURCH STREET,GILDERSOME,30/4/2018 00:00:00,3/5/2018 0:00,424172.49,429362.61
THORNVILLE ROAD,HYDE PARK,30/4/2018 00:00:00,3/5/2018 0:00,428167.04,434778.78
BROADWAY,HORSFORTH,30/4/2018 00:00:00,3/5/2018 0:00,423320.55,437659.53
VICTORIA CRESCENT,HORSFORTH,30/4/2018 00:00:00,3/5/2018 0:00,423420.73,437070.86
SOUTHGATE,GUISELEY,30/4/2018 00:00:00,3/5/2018 0:00,417893.94,441431.5
WORTLEY LANE,HOLBECK,30/4/2018 00:00:00,21/5/2018 00:00:00,428626.12,432697.59
MOORLAND ROAD,BRAMHOPE,30/4/2018 00:00:00,3/5/2018 0:00,424175.56,442560.11
OUZLEWELL GREEN,LOFTHOUSE,30/4/2018 00:00:00,30/5/2018 00:00:00,434036.86,425981.98
VICTORIA PARK GROVE,BRAMLEY,30/4/2018 00:00:00,3/5/2018 0:00,425110.5,435136.8
STANNINGLEY ROAD,LEEDS,30/4/2018 00:00:00,1/5/2018 0:00,425464.24,434274.53
STANNINGLEY ROAD,LEEDS,30/4/2018 00:00:00,1/5/2018 0:00,426037.17,434099.66
VICTORIA PARK GROVE,BRAMLEY,30/4/2018 00:00:00,17/5/2018 00:00:00,425209.99,435185.22
LANCASTRE GROVE,BRAMLEY,30/4/2018 00:00:00,15/5/2018 00:00:00,425557.38,435048.46
RAYNVILLE AVENUE,BRAMLEY,30/4/2018 00:00:00,18/5/2018 00:00:00,425495.77,435156.7
RAYNVILLE GROVE,BRAMLEY,30/4/2018 00:00:00,18/5/2018 00:00:00,425445.31,435045.43
LANDSEER AVENUE,BRAMLEY,30/4/2018 00:00:00,18/5/2018 00:00:00,425277.62,435084.88
LANDSEER AVENUE,BRAMLEY,30/4/2018 00:00:00,17/5/2018 00:00:00,425281.32,435131.98
BACK LANDSEER GROVE,BRAMLEY,30/4/2018 00:00:00,4/5/2018 0:00,425195.74,435107.82
BRADFORD ROAD,STANNINGLEY,30/4/2018 00:00:00,1/5/2018 0:00,420019.87,434134.28
BRADFORD ROAD,STANNINGLEY,30/4/2018 00:00:00,1/5/2018 0:00,419963.45,434120.12
INGS ROAD,CROSS GREEN,30/4/2018 00:00:00,2/5/2018 0:00,432867.03,433514.49
MEADOW LANE,LEEDS,30/4/2018 00:00:00,2/5/2018 0:00,430140.19,432884.29
GRANGE TERRACE,CHAPELTOWN,30/4/2018 00:00:00,3/5/2018 0:00,431046.4,435569.64
YORK STREET,LEEDS,30/4/2018 00:00:00,1/5/2018 0:00,430715.95,433451.19
INVARGARRY CLOSE,GARFORTH,30/4/2018 00:00:00,22/5/2018 00:00:00,441876.04,433785.73
INVARGARRY CLOSE,GARFORTH,30/4/2018 00:00:00,21/5/2018 00:00:00,441880.42,433777.45
GILLING AVENUE,GARFORTH,30/4/2018 00:00:00,21/5/2018 00:00:00,441954.72,433607.39
PICKERING AVENUE,GARFORTH,30/4/2018 00:00:00,22/5/2018 00:00:00,441943.18,433519.98
PICKERING AVENUE,GARFORTH,30/4/2018 00:00:00,21/5/2018 00:00:00,441884.38,433557.75
PICKERING AVENUE,GARFORTH,30/4/2018 00:00:00,22/5/2018 00:00:00,441922.12,433528.63
PICKERING AVENUE,GARFORTH,30/4/2018 00:00:00,21/5/2018 00:00:00,441912.22,433546.46
BOLSOVER CLOSE,GARFORTH,30/4/2018 00:00:00,21/5/2018 00:00:00,441874.66,433489.58
BOLSOVER CLOSE,GARFORTH,30/4/2018 00:00:00,21/5/2018 00:00:00,441851.59,433499.22
BOLSOVER CLOSE,GARFORTH,30/4/2018 00:00:00,21/5/2018 00:00:00,441888.51,433481.28
BOLSOVER CLOSE,GARFORTH,30/4/2018 00:00:00,21/5/2018 00:00:00,441859.27,433487.58
WHITEHOUSE LANE,GREAT PRESTON,30/4/2018 00:00:00,8/5/2018 0:00,439583.09,430479.02
RING ROAD FARNLEY,FARNLEY,29/4/2018 00:00:00,1/5/2018 0:00,425040.22,433148.57
GELDERD ROAD,WORTLEY,29/4/2018 00:00:00,1/5/2018 0:00,427659.07,431536.06
BRADFORD ROAD,STANNINGLEY,29/4/2018 00:00:00,1/5/2018 0:00,420630.75,434338.34
VICTORIA CRESCENT,HORSFORTH,29/4/2018 00:00:00,3/5/2018 0:00,423416.35,437071.38
SCOTLAND LANE,HORSFORTH,29/4/2018 00:00:00,3/5/2018 0:00,423636.07,440494.87
CARR LANE,RAWDON,29/4/2018 00:00:00,3/5/2018 0:00,421825.45,439072.73
NORMAN VIEW,KIRKSTALL,29/4/2018 00:00:00,3/5/2018 0:00,426300.74,435879.04
WELLINGTON STREET,LEEDS,29/4/2018 00:00:00,1/5/2018 0:00,429425.83,433464.09
INNER RING ROAD,LEEDS,29/4/2018 00:00:00,1/5/2018 0:00,429439.72,434028.44
PARK STREET,HALTON,29/4/2018 00:00:00,20/4/2020 00:00:00,435519.86,433873.66
PARK STREET,HALTON,29/4/2018 00:00:00,2/5/2018 0:00,435519.86,433873.66
MORRITT AVENUE,HALTON,29/4/2018 00:00:00,2/5/2018 0:00,435671.73,434066.54
MOUNT PLEASANT ROAD,PUDSEY,27/4/2018 00:00:00,3/5/2018 0:00,422338.78,433570.91
KIRKSTALL LANE,KIRKSTALL,27/4/2018 00:00:00,1/5/2018 0:00,427121.17,435704.52
MORESDALE LANE,SEACROFT,27/4/2018 00:00:00,14/5/2018 00:00:00,434669.09,435451.54
DEWSBURY ROAD,HUNSLET,27/4/2018 00:00:00,1/5/2018 0:00,430066.65,431116.83
DEWSBURY ROAD,HUNSLET,27/4/2018 00:00:00,1/5/2018 0:00,430040.98,431028.56
COLDCOTES GROVE,GIPTON,27/4/2018 00:00:00,8/5/2018 0:00,433541.13,434623.77
BEECH LANE,GIPTON,27/4/2018 00:00:00,4/5/2018 0:00,433459.43,435061.54
ROCHEFORD GROVE,HUNSLET,27/4/2018 00:00:00,3/5/2018 0:00,431670.58,431328.01
CHURCH LANE,HAREWOOD,27/4/2018 00:00:00,2/5/2018 0:00,431591.16,444889.6
RICHARDSHAW LANE,PUDSEY,27/4/2018 00:00:00,3/5/2018 0:00,422139.23,434055.51
WATERLOO LANE,BRAMLEY,27/4/2018 00:00:00,3/5/2018 0:00,424763.94,435353.19
ST HELENS LANE,ADEL,27/4/2018 00:00:00,3/5/2018 0:00,427237.45,439278.38
QUEENSWAY,MORLEY,27/4/2018 00:00:00,3/5/2018 0:00,426113.9,427784.26
TENNYSON STREET,MORLEY,27/4/2018 00:00:00,3/5/2018 0:00,426825.93,427753.83
CHANDOS AVENUE,GLEDHOW,27/4/2018 00:00:00,3/5/2018 0:00,431228.3,437786.86
LIDGETT PARK ROAD,LIDGETT PARK,27/4/2018 00:00:00,3/5/2018 0:00,432480.42,438033.78
HARWILL AVENUE,CHURWELL,27/4/2018 00:00:00,3/5/2018 0:00,427217.55,429282.93
BROADLEA HILL,BRAMLEY,27/4/2018 00:00:00,3/5/2018 0:00,425299.25,435895.08
GLENDOWER PARK,ADEL,27/4/2018 00:00:00,3/5/2018 0:00,427727.86,438773.75
BUCKSTONE WAY,MOORTOWN,27/4/2018 00:00:00,2/5/2018 0:00,428938.33,439673.34
COLDCOTES VIEW,GIPTON,27/4/2018 00:00:00,8/5/2018 0:00,433453.91,434806.29
SOUTH FARM ROAD,GIPTON,27/4/2018 00:00:00,8/5/2018 0:00,433466.8,434769.36
SOUTH FARM ROAD,GIPTON,27/4/2018 00:00:00,8/5/2018 0:00,433507.01,434640.25
SOUTH FARM ROAD,GIPTON,27/4/2018 00:00:00,11/5/2018 0:00,433503.57,434654.27
LEA MILL PARK DRIVE,YEADON,27/4/2018 00:00:00,3/5/2018 0:00,420195.56,441138.07
ASH HILL LANE,SHADWELL,27/4/2018 00:00:00,2/5/2018 0:00,434881.29,439627.17
STRICKLAND AVENUE,SHADWELL,27/4/2018 00:00:00,2/5/2018 0:00,434990.3,439800.35
WINN MOOR LANE,SHADWELL,27/4/2018 00:00:00,2/5/2018 0:00,434882.74,438800.36
WINN MOOR LANE,SHADWELL,27/4/2018 00:00:00,2/5/2018 0:00,434890.68,438797.71
WINN MOOR LANE,SHADWELL,27/4/2018 00:00:00,2/5/2018 0:00,435028.92,438782.9
CARR LANE,THORNER,27/4/2018 00:00:00,2/5/2018 0:00,435497.37,439797.69
SCHOOL LANE,COLLINGHAM,26/4/2018 00:00:00,27/4/2018 00:00:00,438709.95,445865.87
EASTWOOD DRIVE,SWARCLIFFE,26/4/2018 00:00:00,1/5/2018 0:00,436600.4,435961.84
BACK BRUNSWICK ROAD,PUDSEY,26/4/2018 00:00:00,3/5/2018 0:00,422136.12,433638.6
PEMBROKE ROAD,PUDSEY,26/4/2018 00:00:00,3/5/2018 0:00,422220.53,433738.51
WESTDALE GARDENS,PUDSEY,26/4/2018 00:00:00,3/5/2018 0:00,421869,433731.09
TOWN STREET,BRAMLEY,26/4/2018 00:00:00,2/5/2018 0:00,424859.77,434590.68
LONG LANE,BARWICK IN ELMET,26/4/2018 00:00:00,4/5/2018 0:00,440090.41,436764.24
SOUTH PARKWAY,SEACROFT,26/4/2018 00:00:00,3/5/2018 0:00,434613.93,435552.87
OLD ROAD,CHURWELL,26/4/2018 00:00:00,8/5/2018 0:00,427561.17,429896.97
AVENUE COURT,ALWOODLEY,26/4/2018 00:00:00,27/4/2018 00:00:00,0,0
WELLINGTON ROAD,HOLBECK,26/4/2018 00:00:00,1/5/2018 0:00,428355.36,432889.41
WELLINGTON ROAD,HOLBECK,26/4/2018 00:00:00,1/5/2018 0:00,428489.86,432983.34
CLARENCE TERRACE,PUDSEY,26/4/2018 00:00:00,3/5/2018 0:00,421991.26,433592.33
BRUNSWICK ROAD,PUDSEY,26/4/2018 00:00:00,2/5/2018 0:00,422022.89,433676.04
SOMERSET ROAD,PUDSEY,26/4/2018 00:00:00,2/5/2018 0:00,422223,433610.72
SOMERSET ROAD,PUDSEY,26/4/2018 00:00:00,2/5/2018 0:00,422122.72,433609.13
SOUTHLEIGH GRANGE,BEESTON,26/4/2018 00:00:00,2/5/2018 0:00,429646.44,429689.05
SCOTT HALL ROAD,LEEDS,26/4/2018 00:00:00,1/5/2018 0:00,429966.24,436637.04
MEANWOOD ROAD,MEANWOOD,26/4/2018 00:00:00,27/4/2018 00:00:00,429208.21,436160.99
WOODHALL PARK DRIVE,PUDSEY,26/4/2018 00:00:00,2/5/2018 0:00,420530.25,434331.85
ELMET ROAD,BARWICK IN ELMET,26/4/2018 00:00:00,27/4/2018 00:00:00,440421.27,436971.67
MILNERS ROAD,YEADON,26/4/2018 00:00:00,15/5/2018 00:00:00,419613.34,441099.31
HAREWOOD ROAD,COLLINGHAM,26/4/2018 00:00:00,1/5/2018 0:00,436808.64,445537.35
WHITEHALL ROAD,LOWER WORTLEY,26/4/2018 00:00:00,1/5/2018 0:00,428582.77,432816.6
DENNIL ROAD,MANSTON,26/4/2018 00:00:00,1/5/2018 0:00,436591.84,435469.14
EASTWOOD LANE,SWARCLIFFE,26/4/2018 00:00:00,1/5/2018 0:00,436652.85,435949.12
EASTWOOD CRESCENT,SWARCLIFFE,26/4/2018 00:00:00,1/5/2018 0:00,436707.2,435836.53
STAINBECK ROAD,MEANWOOD,26/4/2018 00:00:00,27/4/2018 00:00:00,429621.14,437356.91
HIGH MOOR CRESCENT,MOOR ALLERTON,26/4/2018 00:00:00,1/5/2018 0:00,431178.99,439270.14
STREET LANE,ROUNDHAY,26/4/2018 00:00:00,1/5/2018 0:00,432394.33,438773.56
BOGGART HILL DRIVE,SEACROFT,26/4/2018 00:00:00,1/5/2018 0:00,434515.32,436868.19
BOGGART HILL DRIVE,SEACROFT,26/4/2018 00:00:00,2/5/2018 0:00,434530.83,436867.79
BRADFORD ROAD,GUISELEY,25/4/2018 00:00:00,27/4/2018 00:00:00,418171.63,442318.94
MOOR LANE,GUISELEY,25/4/2018 00:00:00,27/4/2018 00:00:00,419510.61,442555.32
BAYSWATER ROAD,HAREHILLS,25/4/2018 00:00:00,27/4/2018 00:00:00,431892.29,434910.96
STANNINGLEY BYPASS,STANNINGLEY,25/4/2018 00:00:00,27/4/2018 00:00:00,422167.2,433995.47
VICTORIA AVENUE,YEADON,25/4/2018 00:00:00,27/4/2018 00:00:00,421763.38,441078.4
MONTAGU DRIVE,ROUNDHAY,25/4/2018 00:00:00,4/5/2018 0:00,432922.43,436556.81
SPEN DRIVE,WEST PARK,25/4/2018 00:00:00,27/4/2018 00:00:00,426456.34,437938.1
NEW YORK ROAD,LEEDS,25/4/2018 00:00:00,27/4/2018 00:00:00,430638.42,433884.77
INNER RING ROAD,LEEDS,25/4/2018 00:00:00,27/4/2018 00:00:00,430065.46,434418.7
STONEBRIDGE GROVE,FARNLEY,25/4/2018 00:00:00,27/4/2018 00:00:00,425128.76,432844.84
HOBBERLEY LANE,SHADWELL,25/4/2018 00:00:00,27/4/2018 00:00:00,434863.27,439492.6
WELLINGTON ROAD INDUSTRIAL ESTATE,ARMLEY,25/4/2018 00:00:00,27/4/2018 00:00:00,428841.8,433353.17
WELLINGTON BRIDGE STREET,LEEDS,25/4/2018 00:00:00,27/4/2018 00:00:00,429065.33,433497.95
THORPE ROAD,PUDSEY,25/4/2018 00:00:00,27/4/2018 00:00:00,422215.56,433797.14
RICHARDSHAW LANE,PUDSEY,25/4/2018 00:00:00,27/4/2018 00:00:00,422178.8,433971.59
WESTOVER ROAD,BRAMLEY,25/4/2018 00:00:00,27/4/2018 00:00:00,424304.58,435299.67
CROSS GREEN COURT,CROSS GREEN,25/4/2018 00:00:00,1/5/2018 0:00,432483.76,432159.16
EASTFIELD DRIVE,WOODLESFORD,25/4/2018 00:00:00,27/4/2018 00:00:00,435607.74,428791.84
OAKWOOD DRIVE,ROUNDHAY,25/4/2018 00:00:00,9/5/2018 0:00,432738.45,436773.75
WAKEFIELD ROAD,ROTHWELL,25/4/2018 00:00:00,27/4/2018 00:00:00,432654.08,429505.43
BOGGART HILL CRESCENT,SEACROFT,25/4/2018 00:00:00,27/4/2018 00:00:00,434577.58,436770.26
BOGGART HILL CRESCENT,SEACROFT,25/4/2018 00:00:00,27/4/2018 00:00:00,434434.38,436845.16
ASKET AVENUE,SEACROFT,25/4/2018 00:00:00,27/4/2018 00:00:00,434616.82,436347.1
TAYLOR LANE,SCHOLES,25/4/2018 00:00:00,27/4/2018 00:00:00,439040.41,436201.92
RING ROAD HORSFORTH,HORSFORTH,25/4/2018 00:00:00,2/5/2018 0:00,425191.82,437868.88
OAK TREE DRIVE,GIPTON,25/4/2018 00:00:00,27/4/2018 00:00:00,433360.44,435429.76
ROOMS LANE,MORLEY,25/4/2018 00:00:00,27/4/2018 00:00:00,426168.11,428900.13
MAIN STREET,METHLEY,25/4/2018 00:00:00,1/5/2018 0:00,439852.89,427259.06
WAKEFIELD ROAD,GILDERSOME,25/4/2018 00:00:00,27/4/2018 00:00:00,424837.22,427824.36
LEAFIELD GRANGE,MOORTOWN,25/4/2018 00:00:00,9/5/2018 0:00,429982.77,438652.49
CHURCH LANE,MICKLEFIELD,25/4/2018 00:00:00,10/5/2018 0:00,443119.18,433209.49
PONTEFRACT LANE,RICHMOND HILL,25/4/2018 00:00:00,1/5/2018 0:00,432170.61,432820.37
PONTEFRACT LANE,RICHMOND HILL,25/4/2018 00:00:00,2/5/2018 0:00,432114.82,432877.1
BRADFORD ROAD,STANNINGLEY,25/4/2018 00:00:00,27/4/2018 00:00:00,420944.11,434432.35
BLACK MOOR ROAD,MOORTOWN,25/4/2018 00:00:00,27/4/2018 00:00:00,429197.59,438725.91
BLACK MOOR ROAD,MOORTOWN,25/4/2018 00:00:00,27/4/2018 00:00:00,429212.04,438674.4
STANNINGLEY ROAD,LEEDS,25/4/2018 00:00:00,3/5/2018 0:00,425963.96,434133.69
EASTWOOD DRIVE,SWARCLIFFE,25/4/2018 00:00:00,26/4/2018 00:00:00,436610.55,435953.04
MILL GREEN PLACE,SWARCLIFFE,25/4/2018 00:00:00,26/4/2018 00:00:00,436078.29,436070.91
RING ROAD FARNLEY,FARNLEY,25/4/2018 00:00:00,27/4/2018 00:00:00,425050.8,433160.38
KELLETT CRESCENT,LOWER WORTLEY,25/4/2018 00:00:00,27/4/2018 00:00:00,427297.91,431925.77
ABBEY STREET,WOODHOUSE,25/4/2018 00:00:00,27/4/2018 00:00:00,428894.6,433829.94
GHYLL ROYD,GUISELEY,25/4/2018 00:00:00,2/5/2018 0:00,419516.31,441538.87
NUNROYD PARK ACCESS ROAD,YEADON,25/4/2018 00:00:00,26/4/2018 00:00:00,419743.77,441445.65
LEEDS ROAD TO PONTEFRACT ROAD LINK,STOURTON,25/4/2018 00:00:00,27/4/2018 00:00:00,433346.14,429709.91
YORK STREET,LEEDS,24/4/2018 00:00:00,27/4/2018 00:00:00,430715.88,433467.3
WAKEFIELD ROAD,SWILLINGTON,24/4/2018 00:00:00,24/5/2018 00:00:00,437703.33,429760.71
NUNROYD AVENUE,GUISELEY,24/4/2018 00:00:00,26/4/2018 00:00:00,419603.17,441581.19
JEWITT LANE,COLLINGHAM,24/4/2018 00:00:00,26/4/2018 00:00:00,439097.69,445302.36
MILES HILL ROAD,MILES HILL,24/4/2018 00:00:00,26/4/2018 00:00:00,429543.76,436997.39
MILES HILL ROAD,MILES HILL,24/4/2018 00:00:00,27/4/2018 00:00:00,429514.65,437037.7
MILES HILL ROAD,MILES HILL,24/4/2018 00:00:00,27/4/2018 00:00:00,429582.59,436914.47
MILES HILL ROAD,MILES HILL,24/4/2018 00:00:00,27/4/2018 00:00:00,429585.9,436655.45
WOOD LANE,FARNLEY,24/4/2018 00:00:00,27/4/2018 00:00:00,424716.36,433260.09
LEEDS ROAD,BRAMHOPE,24/4/2018 00:00:00,26/4/2018 00:00:00,424163.99,443985.92
CALVERLEY LANE,FARSLEY,24/4/2018 00:00:00,27/4/2018 00:00:00,421248.07,436397.92
ST ANNS LANE,BURLEY,24/4/2018 00:00:00,27/4/2018 00:00:00,427149.57,435352.01
BURLEY ROAD,BURLEY,24/4/2018 00:00:00,27/4/2018 00:00:00,428209.41,434478.08
CHURCH STREET,GILDERSOME,24/4/2018 00:00:00,27/4/2018 00:00:00,424337.48,429252.7
STREET LANE,GILDERSOME,24/4/2018 00:00:00,27/4/2018 00:00:00,424267.9,428349.02
STREET LANE,GILDERSOME,24/4/2018 00:00:00,27/4/2018 00:00:00,424229.43,428500.08
RING ROAD HORSFORTH,HORSFORTH,24/4/2018 00:00:00,2/5/2018 0:00,425179.36,437857.99
HOLLIN PARK TERRACE,ROUNDHAY,24/4/2018 00:00:00,10/5/2018 0:00,433553.65,436120.74
HARROGATE ROAD,RAWDON,24/4/2018 00:00:00,26/4/2018 00:00:00,420892.87,439882.36
NEW ROAD,YEADON,24/4/2018 00:00:00,26/4/2018 00:00:00,420507.26,440252.86
COPGROVE ROAD,GIPTON,24/4/2018 00:00:00,26/4/2018 00:00:00,432302.69,436196.95
BRUNTCLIFFE LANE,MORLEY,24/4/2018 00:00:00,27/4/2018 00:00:00,424996.27,427693.08
WIDE LANE,MORLEY,24/4/2018 00:00:00,27/4/2018 00:00:00,427127.28,427495.27
WIDE LANE,MORLEY,24/4/2018 00:00:00,27/4/2018 00:00:00,427953.94,427842.9
ABERFORD ROAD,BRAMHAM,24/4/2018 00:00:00,26/4/2018 00:00:00,442919.82,442877.67
WARRELS GROVE,BRAMLEY,24/4/2018 00:00:00,27/4/2018 00:00:00,424292.11,434986.84
RING ROAD FARSLEY,FARSLEY,24/4/2018 00:00:00,25/4/2018 00:00:00,420916.45,434479.69
MILES HILL PLACE,MILES HILL,24/4/2018 00:00:00,27/4/2018 00:00:00,429524.88,437002.32
OLD LANE,BRAMHOPE,24/4/2018 00:00:00,26/4/2018 00:00:00,424267.15,443369.79
CARDIGAN ROAD,HEADINGLEY,24/4/2018 00:00:00,27/4/2018 00:00:00,428098.99,434633.98
BULLERTHORPE LANE,COLTON,24/4/2018 00:00:00,26/4/2018 00:00:00,437612.18,432808.58
PARKSTONE GROVE,WEST PARK,24/4/2018 00:00:00,23/5/2018 00:00:00,426047.86,438402.81
WYKEBECK MOUNT,OSMONDTHORPE,24/4/2018 00:00:00,26/4/2018 00:00:00,433607.28,433381.41
MOORFIELD ROAD,YEADON,24/4/2018 00:00:00,26/4/2018 00:00:00,421587.77,441053.88
HAWORTH LANE,YEADON,24/4/2018 00:00:00,26/4/2018 00:00:00,420694.7,441248.37
PARKSIDE,HORSFORTH,24/4/2018 00:00:00,26/4/2018 00:00:00,423369.54,437623.16
PARKSIDE,HORSFORTH,24/4/2018 00:00:00,26/4/2018 00:00:00,423366.2,437610.91
NEW ROAD SIDE,RAWDON,24/4/2018 00:00:00,26/4/2018 00:00:00,420549.1,440233.63
PARK ROAD,GUISELEY,24/4/2018 00:00:00,9/7/2018 0:00,418312.75,441346.96
PARK ROAD,GUISELEY,24/4/2018 00:00:00,26/4/2018 00:00:00,418312.75,441346.96
WOODHOUSE STREET,WOODHOUSE,24/4/2018 00:00:00,11/5/2018 0:00,429695.52,435247.33
WOODHOUSE STREET,WOODHOUSE,24/4/2018 00:00:00,11/5/2018 0:00,429196.51,435455.55
KENTMERE AVENUE,SEACROFT,24/4/2018 00:00:00,1/5/2018 0:00,435009.82,436258.63
MOUNT PRESTON STREET,WOODHOUSE,24/4/2018 00:00:00,27/4/2018 00:00:00,429053.11,434505.99
STAINBECK ROAD,MEANWOOD,24/4/2018 00:00:00,26/4/2018 00:00:00,429629.08,437358.23
DRIGHLINGTON BYPASS,DRIGHLINGTON,24/4/2018 00:00:00,27/4/2018 00:00:00,424087.19,428228.76
KIRKSTALL LANE,KIRKSTALL,24/4/2018 00:00:00,27/4/2018 00:00:00,427114.68,435703.61
GREEN ROAD,MEANWOOD,23/4/2018 00:00:00,25/4/2018 00:00:00,428563.32,437074.93
CARR MANOR ROAD,MOORTOWN,23/4/2018 00:00:00,25/4/2018 00:00:00,430022.1,438300.7
STREET LANE,ROUNDHAY,23/4/2018 00:00:00,25/4/2018 00:00:00,432398.03,438792.8
ABBEY WALK,KIRKSTALL,23/4/2018 00:00:00,27/4/2018 00:00:00,425908.26,436264.59
PARK ROAD,GUISELEY,23/4/2018 00:00:00,25/4/2018 00:00:00,418589.4,441396.57
MONTAGU AVENUE,ROUNDHAY,23/4/2018 00:00:00,4/5/2018 0:00,432916.75,436319.19
HOWLEY PARK WAY,MORLEY,23/4/2018 00:00:00,27/4/2018 00:00:00,426220.48,426352.23
PARK AVENUE,ROUNDHAY,23/4/2018 00:00:00,27/4/2018 00:00:00,433220.47,437585.53
PARK AVENUE,ROUNDHAY,23/4/2018 00:00:00,27/4/2018 00:00:00,433074.71,437351.16
PARK LANE,ROUNDHAY,23/4/2018 00:00:00,27/4/2018 00:00:00,433036.5,439125.21
PARK LANE,ROUNDHAY,23/4/2018 00:00:00,27/4/2018 00:00:00,432978.06,438894.78
THE AVENUE,LIDGETT PARK,23/4/2018 00:00:00,4/5/2018 0:00,432214.17,438141.09
ASPEN MOUNT,COOKRIDGE,23/4/2018 00:00:00,22/5/2018 00:00:00,425429.26,438669.81
BURTON CRESCENT,HEADINGLEY,23/4/2018 00:00:00,26/4/2018 00:00:00,427856.98,436615.01
AINSTY ROAD,WETHERBY,23/4/2018 00:00:00,25/4/2018 00:00:00,440395.12,449272.88
NORTH GROVE DRIVE,WETHERBY,23/4/2018 00:00:00,25/4/2018 00:00:00,440352.18,449181.43
THORNER LANE,BRAMHAM,23/4/2018 00:00:00,25/4/2018 00:00:00,440506.19,442770.89
MILNERS ROAD,YEADON,23/4/2018 00:00:00,8/5/2018 0:00,419654.94,441158.71
REGENT STREET,SHEEPSCAR,23/4/2018 00:00:00,26/4/2018 00:00:00,430858.48,434202.13
REGENT STREET,SHEEPSCAR,23/4/2018 00:00:00,26/4/2018 00:00:00,430819.96,433962.2
REGENT STREET,SHEEPSCAR,23/4/2018 00:00:00,26/4/2018 00:00:00,430826.73,433994.56
INNER RING ROAD,LEEDS,23/4/2018 00:00:00,26/4/2018 00:00:00,429828.81,434410.18
EASTWOOD LANE,SWARCLIFFE,23/4/2018 00:00:00,26/4/2018 00:00:00,436658.93,435926.83
STANKS APPROACH,STANKS,23/4/2018 00:00:00,26/4/2018 00:00:00,436855.34,435865.81
THE CRESCENT,ADEL,23/4/2018 00:00:00,26/4/2018 00:00:00,426736.46,439589.67
LINTON AVENUE,ALWOODLEY,23/4/2018 00:00:00,25/4/2018 00:00:00,431581.69,439752.05
WOODLAND TERRACE,MILES HILL,23/4/2018 00:00:00,14/5/2018 00:00:00,429459.6,437216.13
MEANWOOD ROAD,MEANWOOD,23/4/2018 00:00:00,27/4/2018 00:00:00,430128.12,435369.44
MEANWOOD ROAD,MEANWOOD,23/4/2018 00:00:00,27/4/2018 00:00:00,428902.27,436493.77
MEANWOOD ROAD,MEANWOOD,23/4/2018 00:00:00,27/4/2018 00:00:00,430144.13,435323.69
BAXENDALE DRIVE,BRAMLEY,23/4/2018 00:00:00,25/4/2018 00:00:00,423858.59,436747.37
RECREATION VIEW,HOLBECK,23/4/2018 00:00:00,26/4/2018 00:00:00,428967.44,431914.42
PARKSTONE GREEN,WEST PARK,23/4/2018 00:00:00,23/5/2018 00:00:00,426116.39,438406.17
OTLEY ROAD,HEADINGLEY,23/4/2018 00:00:00,25/4/2018 00:00:00,427887.93,436198.21
VESPER GATE MOUNT,KIRKSTALL,23/4/2018 00:00:00,27/4/2018 00:00:00,425622.43,436705.04
OLD ROAD,CHURWELL,23/4/2018 00:00:00,15/5/2018 00:00:00,427546.62,429886.38
