STREET,LOCALITY,RECD_DATE,COMP_DATE,EASTING,NORTHING
LAVENDER WALK,RICHMOND HILL,18/2/2021 00:00:00,,431555,433312
SHEPHERDS PLACE,CHAPELTOWN,18/2/2021 00:00:00,,431560.27,435722.48
ARGYLL CLOSE,HORSFORTH,17/2/2021 00:00:00,,423727.87,439655.53
KIRKSTALL LANE,KIRKSTALL,17/2/2021 00:00:00,,426421.13,435623.3
HODGSON LANE,DRIGHLINGTON,17/2/2021 00:00:00,,421988.11,428318.99
PENFIELD ROAD,DRIGHLINGTON,17/2/2021 00:00:00,,422757.57,428571.89
PARK STREET,CHURWELL,17/2/2021 00:00:00,,427198.58,429517.2
BIRCH STREET,MORLEY,17/2/2021 00:00:00,,426720.27,426805.42
THE AVENUE,LIDGETT PARK,17/2/2021 00:00:00,,432202.88,437905.22
SYCAMORE AVENUE,HALTON,17/2/2021 00:00:00,,435348.88,433902.34
CAVE LANE,EAST ARDSLEY,17/2/2021 00:00:00,,431213.21,425350.32
THE SYCAMORES,BRAMHOPE,17/2/2021 00:00:00,,426073,442457
INGRAM ROAD DISTRIBUTOR,HOLBECK,17/2/2021 00:00:00,,428509.78,431553.16
ELLAND ROAD,BEESTON,17/2/2021 00:00:00,,428058.23,431114.88
CROW NEST LANE,BEESTON,17/2/2021 00:00:00,,428131.29,430661.61
RED HALL COURT,WHINMOOR,17/2/2021 00:00:00,,435386.13,438224.09
WHINMOOR GARDENS,WHINMOOR,17/2/2021 00:00:00,,435128,438383
DIBB LANE,YEADON,17/2/2021 00:00:00,,419759.89,441217.92
MILNERS ROAD,YEADON,17/2/2021 00:00:00,,419661.73,441170.29
MILNERS ROAD,YEADON,17/2/2021 00:00:00,,419638.18,441136.43
CROFTON RISE,SHADWELL,17/2/2021 00:00:00,,435117.85,439690.6
GELDERD ROAD,WORTLEY,17/2/2021 00:00:00,,425145.83,428999.65
MALVERN ROAD,BEESTON,17/2/2021 00:00:00,,429347.15,431617.33
SOUTHLEIGH ROAD,BEESTON,17/2/2021 00:00:00,,429376.79,429679.3
FAIRFIELD CRESCENT,BRAMLEY,17/2/2021 00:00:00,,424001.21,434637.57
CANAL STREET,ARMLEY,17/2/2021 00:00:00,,428685.8,433177.25
STANNINGLEY ROAD,LEEDS,17/2/2021 00:00:00,18/2/2021 00:00:00,425789.06,434181.5
MOSELEY WOOD GARDENS,COOKRIDGE,17/2/2021 00:00:00,,424606.84,440340.17
HALLIDAY MOUNT,ARMLEY,17/2/2021 00:00:00,,426381.28,433860.51
KINGSMEAD DRIVE,WHINMOOR,17/2/2021 00:00:00,,434941.79,438011.94
KINGSMEAD DRIVE,WHINMOOR,17/2/2021 00:00:00,,434932.54,438015.42
KINGSMEAD DRIVE,WHINMOOR,17/2/2021 00:00:00,,434868,438030
PUDSEY ROAD,BRAMLEY,17/2/2021 00:00:00,,425063.7,433366.95
TONG ROAD,FARNLEY,17/2/2021 00:00:00,,424119.38,432051.36
TONG ROAD,FARNLEY,17/2/2021 00:00:00,,423982.81,431749.19
BEECH WALK,GIPTON,17/2/2021 00:00:00,,433585.46,435057.27
COLDCOTES CIRCUS,GIPTON,17/2/2021 00:00:00,,433364.69,434935.03
EAST STREET,LEEDS,17/2/2021 00:00:00,,431102,433050
TAYLOR LANE,SCHOLES,17/2/2021 00:00:00,,439036.11,436196.58
SCOTLAND LANE,HORSFORTH,17/2/2021 00:00:00,,423755.99,439789.98
ST WILFRIDS AVENUE,HAREHILLS,17/2/2021 00:00:00,,432752.55,435241.07
BANSTEAD STREET EAST,HAREHILLS,17/2/2021 00:00:00,,431838.93,435378.08
NEW ROAD,YEADON,17/2/2021 00:00:00,,419736.34,441438.58
POOLE CRESCENT,CROSS GATES,17/2/2021 00:00:00,,435613.03,434543.56
STONEGATE ROAD,MEANWOOD,17/2/2021 00:00:00,,430393.42,438915.06
BRANCH ROAD,GILDERSOME,17/2/2021 00:00:00,,425156.84,428998.01
ASQUITH AVENUE,MORLEY,17/2/2021 00:00:00,,425155.4,428996.08
LEEDS ROAD,KIPPAX,17/2/2021 00:00:00,,441522.69,430733.34
WATERGATE,METHLEY,17/2/2021 00:00:00,,439469.38,426180.25
HARLEY GARDENS,SWINNOW,17/2/2021 00:00:00,,423162.27,433570.1
TEMPLE AVENUE,HALTON,17/2/2021 00:00:00,,435130.5,432795.01
SILK MILL ROAD,COOKRIDGE,16/2/2021 00:00:00,,424844,438863
MARSTON WAY,WETHERBY,16/2/2021 00:00:00,,439263.28,448728.26
RADCLIFFE LANE,PUDSEY,16/2/2021 00:00:00,17/2/2021 00:00:00,422436.29,432860.5
RADCLIFFE LANE,PUDSEY,16/2/2021 00:00:00,17/2/2021 00:00:00,422318.71,432958.2
MORRIS LANE,KIRKSTALL,16/2/2021 00:00:00,18/2/2021 00:00:00,426173.16,436191.8
LEEDS ROAD,METHLEY,16/2/2021 00:00:00,,438893.4,426863.43
OUTWOOD LANE,HORSFORTH,16/2/2021 00:00:00,,424489.94,437316.37
TAYLOR LANE,SCHOLES,16/2/2021 00:00:00,,438984.89,436472.11
YORK STREET,LEEDS,16/2/2021 00:00:00,17/2/2021 00:00:00,430857.11,433474.02
ASH HILL LANE,SHADWELL,16/2/2021 00:00:00,,434868.58,439725.74
TONG ROAD,FARNLEY,16/2/2021 00:00:00,17/2/2021 00:00:00,425241.08,432963.27
TROYDALE LANE,PUDSEY,16/2/2021 00:00:00,17/2/2021 00:00:00,424056.01,431834.68
KINGSMEAD DRIVE,WHINMOOR,16/2/2021 00:00:00,,434918.06,438023.11
KINGSMEAD DRIVE,WHINMOOR,16/2/2021 00:00:00,,434920.71,438021.01
WHINMOOR COURT,WHINMOOR,16/2/2021 00:00:00,,435042.76,438196.56
VIADUCT ROAD,BURLEY,16/2/2021 00:00:00,,428028.64,434269.95
ECCUP LANE,ECCUP,16/2/2021 00:00:00,,429202.96,443879.04
ECCUP LANE,ECCUP,16/2/2021 00:00:00,,427637.71,440984.45
KNOWSTHORPE ROAD,CROSS GREEN,16/2/2021 00:00:00,,433011.9,432187.65
M1 JUNCTION 44 TO JUNCTION 45,LEEDS,16/2/2021 00:00:00,,433613.81,429711
HOBBERLEY LANE,SHADWELL,16/2/2021 00:00:00,,435022.65,438784.68
LEEDS ROAD,BARWICK IN ELMET,16/2/2021 00:00:00,,439792.39,436990.07
HEADINGLEY MOUNT,HEADINGLEY,16/2/2021 00:00:00,17/2/2021 00:00:00,427516.39,435878.41
MILNERS ROAD,YEADON,16/2/2021 00:00:00,,419652.22,441153.13
MILNERS ROAD,YEADON,16/2/2021 00:00:00,,419629.38,441121.24
MILNERS ROAD,YEADON,16/2/2021 00:00:00,,419655.38,441163.06
MILNERS ROAD,YEADON,16/2/2021 00:00:00,,419632.12,441133.12
QUEENSWAY,YEADON,16/2/2021 00:00:00,,419687.9,442109.89
DEWSBURY ROAD,HUNSLET,16/2/2021 00:00:00,17/2/2021 00:00:00,430288.44,432116.7
WHITEHALL ROAD,LOWER WORTLEY,16/2/2021 00:00:00,17/2/2021 00:00:00,425253.26,431163.04
STONEBRIDGE LANE,FARNLEY,16/2/2021 00:00:00,,425483.49,432848.2
LOTHERTON WAY,GARFORTH,16/2/2021 00:00:00,,440917.76,433654.11
JACK LANE,HUNSLET,16/2/2021 00:00:00,18/2/2021 00:00:00,430256,432118
KNOWSTHORPE GATE,CROSS GREEN,16/2/2021 00:00:00,,432975.09,432213.38
WELLINGTON BRIDGE STREET,LEEDS,16/2/2021 00:00:00,17/2/2021 00:00:00,428959.22,433436.01
CRAB LANE,ARMLEY,16/2/2021 00:00:00,17/2/2021 00:00:00,427249.31,433534.33
PARK LANE,ROUNDHAY,16/2/2021 00:00:00,,433055.42,439078.1
PARK WEST,ROTHWELL,16/2/2021 00:00:00,,434511,428269
BRITANNIA ROAD,MORLEY,16/2/2021 00:00:00,17/2/2021 00:00:00,426535.92,426721.75
HARLEY TERRACE,SWINNOW,16/2/2021 00:00:00,,423526.59,433814.77
GILDERSOME SPUR,MORLEY,16/2/2021 00:00:00,17/2/2021 00:00:00,424551.61,428268.29
WOODHOUSE LANE,WOODHOUSE,16/2/2021 00:00:00,17/2/2021 00:00:00,429296.09,435052.88
HALL PARK AVENUE,HORSFORTH,15/2/2021 00:00:00,,423620.26,438049.03
WESTBROOK LANE,HORSFORTH,15/2/2021 00:00:00,,423717.89,438814
COWPER ROAD,HAREHILLS,15/2/2021 00:00:00,,432293.84,434899.67
ELLERS ROAD,CHAPELTOWN,15/2/2021 00:00:00,,431662.82,435839.36
HYDE PARK ROAD,HYDE PARK,15/2/2021 00:00:00,17/2/2021 00:00:00,428952.52,435469.99
MOORLAND DRIVE,MOORTOWN,15/2/2021 00:00:00,,430651.23,438420.09
BROOKLANDS AVENUE,SEACROFT,15/2/2021 00:00:00,,434444.29,435610.18
BROOKLANDS AVENUE,SEACROFT,15/2/2021 00:00:00,,434444.29,435610.18
KIRKSTALL LANE,KIRKSTALL,15/2/2021 00:00:00,,427513.15,435877.79
EAST BUSK LANE,OTLEY,15/2/2021 00:00:00,,421640.58,445312.05
AIRE ROAD,WETHERBY,15/2/2021 00:00:00,,440114.42,449659.06
HENCONNER LANE,BRAMLEY,15/2/2021 00:00:00,16/2/2021 00:00:00,425064.07,433368.23
BIRKDALE DRIVE,ALWOODLEY,15/2/2021 00:00:00,,429577.39,439687.13
BUCKSTONE CRESCENT,MOORTOWN,15/2/2021 00:00:00,,429171.38,439680.57
CROSS GREEN APPROACH,CROSS GREEN,15/2/2021 00:00:00,,432027.68,432077.76
LOTHERTON WAY,GARFORTH,15/2/2021 00:00:00,,440916.17,433778.96
M1 JUNCTION 43 TO JUNCTION 44,LEEDS,15/2/2021 00:00:00,16/2/2021 00:00:00,433615.45,429699.98
HILLIDGE ROAD,HUNSLET,15/2/2021 00:00:00,17/2/2021 00:00:00,430691.14,431610.54
HEADINGLEY MOUNT,HEADINGLEY,15/2/2021 00:00:00,,427513.8,435878.08
HEADINGLEY MOUNT,HEADINGLEY,15/2/2021 00:00:00,,427510.8,435885.8
HEADINGLEY MOUNT,HEADINGLEY,15/2/2021 00:00:00,,427455.85,436291.37
CROFTON RISE,SHADWELL,15/2/2021 00:00:00,,435145.36,439706.18
WIKE RIDGE LANE,ALWOODLEY,15/2/2021 00:00:00,,433022.48,440594.44
KNOWSTHORPE ROAD,CROSS GREEN,15/2/2021 00:00:00,,433010.72,432190.61
STANNINGLEY ROAD,LEEDS,15/2/2021 00:00:00,16/2/2021 00:00:00,427224.98,433653.99
ROYSTON HILL,EAST ARDSLEY,15/2/2021 00:00:00,16/2/2021 00:00:00,430715.84,424414.68
CHAPEL STREET,EAST ARDSLEY,15/2/2021 00:00:00,18/2/2021 00:00:00,430414.19,425091.66
WESTFIELD ROAD,ROTHWELL,15/2/2021 00:00:00,,433182,427468
WESTFIELD ROAD,ROTHWELL,15/2/2021 00:00:00,,433384,427325
GRANGE AVENUE,CHAPELTOWN,15/2/2021 00:00:00,,430994.08,435663.8
KINGSMEAD DRIVE,WHINMOOR,15/2/2021 00:00:00,,434942.49,438012.57
KINGSMEAD DRIVE,WHINMOOR,15/2/2021 00:00:00,,434929.9,438012.72
KINGSMEAD DRIVE,WHINMOOR,15/2/2021 00:00:00,,434922.71,438028.36
TONG ROAD,FARNLEY,15/2/2021 00:00:00,16/2/2021 00:00:00,424086,431993
LULWORTH CRESCENT,AUSTHORPE,15/2/2021 00:00:00,,436874.72,434216.18
ASH HILL LANE,SHADWELL,15/2/2021 00:00:00,,434864.05,439686.13
ASH HILL LANE,SHADWELL,15/2/2021 00:00:00,,434866.98,439736.72
LEEDS ROAD TO PONTEFRACT ROAD LINK,STOURTON,15/2/2021 00:00:00,16/2/2021 00:00:00,433617.79,429697.51
LEEDS ROAD TO PONTEFRACT ROAD LINK,STOURTON,15/2/2021 00:00:00,16/2/2021 00:00:00,433628.45,429709.38
ROUNDHAY ROAD,LEEDS,15/2/2021 00:00:00,,431389.35,435074.03
ROUNDHAY ROAD,LEEDS,15/2/2021 00:00:00,18/2/2021 00:00:00,431270.48,435018.5
ASHTON GROVE,HAREHILLS,15/2/2021 00:00:00,,431983.93,434893.44
IRONWOOD APPROACH,SEACROFT,15/2/2021 00:00:00,,435075.96,435119.22
IRONWOOD APPROACH,SEACROFT,15/2/2021 00:00:00,,435147,435413
LANSHAW ROAD,BELLE ISLE,15/2/2021 00:00:00,18/2/2021 00:00:00,431167.7,428752.17
ASQUITH DRIVE,MORLEY,15/2/2021 00:00:00,,425631,428349
BRIDGE STREET,MORLEY,15/2/2021 00:00:00,16/2/2021 00:00:00,426820.41,426658.85
RADCLIFFE LANE,PUDSEY,15/2/2021 00:00:00,17/2/2021 00:00:00,422275.21,432986.15
RADCLIFFE LANE,PUDSEY,15/2/2021 00:00:00,17/2/2021 00:00:00,422428.24,432865.88
TEMPLE AVENUE,HALTON,15/2/2021 00:00:00,,435315,432787
TEMPLE AVENUE,HALTON,15/2/2021 00:00:00,,435240.33,432973.58
SELBY ROAD,HALTON,14/2/2021 00:00:00,,436838.38,433636.29
GROVE ROAD,BOSTON SPA,14/2/2021 00:00:00,,443609,445251
GROVE ROAD,BOSTON SPA,14/2/2021 00:00:00,,443170.85,445124.76
HIGH STREET,BOSTON SPA,14/2/2021 00:00:00,,443074,445598
LOWER MICKLETOWN,METHLEY,14/2/2021 00:00:00,,441201.65,427043.89
GREEN LANE,METHLEY,14/2/2021 00:00:00,,440612.88,426529.53
STONEGATE ROAD,MEANWOOD,14/2/2021 00:00:00,,430387.91,438906.66
OUTWOOD LANE,HORSFORTH,14/2/2021 00:00:00,,424482.07,437313.01
OUTWOOD LANE,HORSFORTH,14/2/2021 00:00:00,,424478.41,437315.74
THE DRIVE,SWILLINGTON,14/2/2021 00:00:00,,438305.93,430355.51
SELBY ROAD,AUSTHORPE,14/2/2021 00:00:00,,437723.95,433089.75
BROOKSIDE,COLLINGHAM,14/2/2021 00:00:00,,438689.01,445834.88
RIDGE GROVE,WOODHOUSE,14/2/2021 00:00:00,,429353.7,436048.95
ASH HILL GARDENS,SHADWELL,14/2/2021 00:00:00,,434827.68,439684.21
HEADINGLEY MOUNT,HEADINGLEY,14/2/2021 00:00:00,,427475.45,435985.02
HAZEL AVENUE,WHINMOOR,14/2/2021 00:00:00,,436246.78,437990.82
MEADOW ROAD,HOLBECK,14/2/2021 00:00:00,16/2/2021 00:00:00,429925.09,432478.38
CLIFFE PARK RISE,WORTLEY,14/2/2021 00:00:00,17/2/2021 00:00:00,426016.7,432579.6
WHITEHALL ROAD,LOWER WORTLEY,14/2/2021 00:00:00,17/2/2021 00:00:00,425262.32,431170.03
WHITEHALL ROAD,LOWER WORTLEY,14/2/2021 00:00:00,17/2/2021 00:00:00,425204.71,431132.91
HALL PARK ROAD,WALTON,14/2/2021 00:00:00,,444696.12,448006.51
CLIFFORD MOOR ROAD,BOSTON SPA,14/2/2021 00:00:00,,441853.79,445734.99
WYKEBECK MOUNT,OSMONDTHORPE,14/2/2021 00:00:00,,433652.96,433326.82
GREEN AVENUE,KIPPAX,14/2/2021 00:00:00,,440899.09,431086.68
LANESIDE,CHURWELL,14/2/2021 00:00:00,17/2/2021 00:00:00,426795.76,429073.33
FOUNDRY APPROACH,HAREHILLS,14/2/2021 00:00:00,,433024.14,435012.16
HALL PARK AVENUE,HORSFORTH,14/2/2021 00:00:00,18/2/2021 00:00:00,423603.14,438049.3
ELLERS ROAD,CHAPELTOWN,13/2/2021 00:00:00,,431664.06,435833.12
CARR MANOR CRESCENT,MOORTOWN,13/2/2021 00:00:00,,429566.4,438010.26
TEMPLEGATE CRESCENT,HALTON,13/2/2021 00:00:00,,435845.04,433095.68
MILL LANE,BARDSEY,13/2/2021 00:00:00,,437257.89,443809.02
SICKLINGHALL ROAD,WETHERBY,13/2/2021 00:00:00,,438107.59,448182.91
KNOWSTHORPE LANE,CROSS GREEN,13/2/2021 00:00:00,,431914.51,432196.77
POTTERNEWTON LANE,CHAPEL ALLERTON,13/2/2021 00:00:00,,429596.62,436612.64
MEANWOOD ROAD,MEANWOOD,13/2/2021 00:00:00,,428860.4,436544.19
WELLINGTON ROAD,HOLBECK,13/2/2021 00:00:00,16/2/2021 00:00:00,428458.87,432962.47
LEEDS ROAD TO PONTEFRACT ROAD LINK,STOURTON,13/2/2021 00:00:00,16/2/2021 00:00:00,433601.85,429746.13
WOODHALL PARK CRESCENT EAST,STANNINGLEY,13/2/2021 00:00:00,,420590.97,434483.74
THE GREEN,SEACROFT,13/2/2021 00:00:00,,435640.97,435987.92
SUTTON APPROACH,KILLINGBECK,13/2/2021 00:00:00,,434422.93,434351.12
LEAFIELD GRANGE,MOORTOWN,13/2/2021 00:00:00,,429999.65,438646.99
ASQUITH AVENUE,MORLEY,13/2/2021 00:00:00,17/2/2021 00:00:00,425149.38,428999.31
WAKEFIELD ROAD,ROTHWELL,13/2/2021 00:00:00,17/2/2021 00:00:00,432736,429229.44
WAKEFIELD ROAD,ROTHWELL,13/2/2021 00:00:00,17/2/2021 00:00:00,432713.3,429302.1
TEMPLEGATE ROAD,HALTON,13/2/2021 00:00:00,,435581.05,432914.66
POOL ROAD,OTLEY,12/2/2021 0:00,,422766.04,445540.23
STONEGATE ROAD,MEANWOOD,12/2/2021 0:00,18/2/2021 00:00:00,430000.58,438653.06
FARM ROAD,CROSS GATES,12/2/2021 0:00,,436125.37,434707.84
ELM AVENUE,KIPPAX,12/2/2021 0:00,,440901.07,431079.01
MOSELEY PLACE,WOODHOUSE,12/2/2021 0:00,17/2/2021 00:00:00,429933.55,435420.16
LAVENDER WALK,RICHMOND HILL,12/2/2021 0:00,,431539.21,433387.17
LEEDS AND BRADFORD ROAD,BRAMLEY,12/2/2021 0:00,17/2/2021 00:00:00,425727.18,435662.31
TARN LANE,WIKE,12/2/2021 0:00,,433345.61,440820.54
KINGSMEAD DRIVE,WHINMOOR,12/2/2021 0:00,,434944.2,438011.06
RINGWOOD CRESCENT,WHINMOOR,12/2/2021 0:00,,435091.57,437964.82
SOUTHWOOD ROAD,SWARCLIFFE,12/2/2021 0:00,,436200.95,435764.35
TONG ROAD,FARNLEY,12/2/2021 0:00,17/2/2021 00:00:00,424097.09,431982.02
WARRELS GROVE,BRAMLEY,12/2/2021 0:00,17/2/2021 00:00:00,424284.96,434978.42
VICAR LANE,LEEDS,12/2/2021 0:00,17/2/2021 00:00:00,430381.51,433557.98
HOPE ROAD,SHEEPSCAR,12/2/2021 0:00,17/2/2021 00:00:00,430839.65,434000.9
BAY HORSE LANE,SCARCROFT,12/2/2021 0:00,18/2/2021 00:00:00,435118.75,441255.79
LONSDALE MEADOWS,BOSTON SPA,12/2/2021 0:00,18/2/2021 00:00:00,442853.35,445226.76
EASTERLY ROAD,GIPTON,12/2/2021 0:00,,432819,435921
PARK AVENUE,ROUNDHAY,12/2/2021 0:00,,432892.83,437291.12
EYRIE APPROACH,MORLEY,12/2/2021 0:00,,427103.21,427362.74
WOODHOUSE LANE,WOODHOUSE,12/2/2021 0:00,16/2/2021 00:00:00,429278.3,435075.94
CLARENDON ROAD,WOODHOUSE,12/2/2021 0:00,17/2/2021 00:00:00,429193.39,434162.86
GATHORNE STREET,CHAPELTOWN,11/2/2021 0:00,,431398.42,435076.16
KENTMERE AVENUE,SEACROFT,11/2/2021 0:00,,435041.46,435828.45
BROADGATE LANE,HORSFORTH,11/2/2021 0:00,18/2/2021 00:00:00,424115.21,438251.72
STATION ROAD,HORSFORTH,11/2/2021 0:00,18/2/2021 00:00:00,424476.81,439084.86
BAYSWATER PLACE,HAREHILLS,11/2/2021 0:00,,431558.44,435055.01
HORSFALL STREET,MORLEY,11/2/2021 0:00,16/2/2021 00:00:00,425753.38,428749.32
WEST GRANGE GARDENS,BELLE ISLE,11/2/2021 0:00,16/2/2021 00:00:00,430808.17,430300.48
WEST STREET,MORLEY,11/2/2021 0:00,,426530.91,427322.65
BRADFORD ROAD,OTLEY,11/2/2021 0:00,18/2/2021 00:00:00,417820.99,444526.61
BRADFORD ROAD,OTLEY,11/2/2021 0:00,,417817.47,444518.69
TEMPLE AVENUE,ROTHWELL,11/2/2021 0:00,,434844.86,429292.68
MOOR END,BOSTON SPA,11/2/2021 0:00,17/2/2021 00:00:00,441795,445706
MILNERS ROAD,YEADON,11/2/2021 0:00,16/2/2021 00:00:00,419540.94,441023.96
LOTHERTON WAY,GARFORTH,11/2/2021 0:00,,440911.01,433756.62
CARLTON COURT,HOLBECK,11/2/2021 0:00,16/2/2021 00:00:00,428063,432016
M621 JUNCTION 4 FROM JUNCTION 5 OFF SLIP,LEEDS,11/2/2021 0:00,12/2/2021 0:00,430486.57,431746.67
ECCUP MOOR ROAD,ECCUP,11/2/2021 0:00,,427923.95,441540.91
THORPE LANE,TINGLEY,11/2/2021 0:00,12/2/2021 0:00,429477.86,426855.94
KIRKWOOD WAY,COOKRIDGE,11/2/2021 0:00,17/2/2021 00:00:00,425012.58,440429.88
WEARDLEY LANE,HAREWOOD,11/2/2021 0:00,,429806.23,444749.16
HARROGATE ROAD,HAREWOOD,11/2/2021 0:00,,431217.21,446071.85
LEEDS ROAD TO PONTEFRACT ROAD LINK,STOURTON,11/2/2021 0:00,12/2/2021 0:00,433709.65,429594.68
EAST STREET,LEEDS,11/2/2021 0:00,,431049.27,433052.38
LEEDS AND BRADFORD ROAD,BRAMLEY,11/2/2021 0:00,12/2/2021 0:00,425722.13,435664
FAIRFIELD STREET,BRAMLEY,11/2/2021 0:00,17/2/2021 00:00:00,424005.64,434707.28
VALLEY TERRACE,SHADWELL,11/2/2021 0:00,18/2/2021 00:00:00,431910.42,439481.19
VALLEY TERRACE,SHADWELL,11/2/2021 0:00,,432012.03,439475.46
BRADFORD ROAD,EAST ARDSLEY,11/2/2021 0:00,16/2/2021 00:00:00,430102.66,425113.22
ECCUP LANE,ECCUP,11/2/2021 0:00,,427557,440813
RING ROAD BEESTON,BEESTON,11/2/2021 0:00,12/2/2021 0:00,427520.27,431276.53
BROADWAY,HORSFORTH,11/2/2021 0:00,,422810.23,437419.31
NEW ROAD SIDE,HORSFORTH,11/2/2021 0:00,18/2/2021 00:00:00,423246.42,437530.82
MOORGATE ROAD,KIPPAX,11/2/2021 0:00,,441334.75,431140.17
THORPE LANE,MIDDLETON,11/2/2021 0:00,12/2/2021 0:00,429648.48,426925.31
LINGWELL ROAD,MIDDLETON,11/2/2021 0:00,,430400.98,427870
LINGWELL GROVE,MIDDLETON,11/2/2021 0:00,16/2/2021 00:00:00,430393.29,427886.8
STONEGATE ROAD,MEANWOOD,11/2/2021 0:00,,430317.86,438856.95
ASQUITH AVENUE,MORLEY,11/2/2021 0:00,16/2/2021 00:00:00,425551.27,428641.55
BRANCH ROAD,GILDERSOME,11/2/2021 0:00,12/2/2021 0:00,425149.52,428998.2
FAIRFAX AVENUE,DRIGHLINGTON,11/2/2021 0:00,16/2/2021 00:00:00,422983.73,428608.8
BRIDGE STREET,MORLEY,11/2/2021 0:00,16/2/2021 00:00:00,426755.59,426806.86
HIGH STREET,BOSTON SPA,11/2/2021 0:00,18/2/2021 00:00:00,442217,445860.89
ST ANNES ROAD,HEADINGLEY,11/2/2021 0:00,18/2/2021 00:00:00,427423.43,436298.33
NORTH GROVE AVENUE,WETHERBY,11/2/2021 0:00,,440359.32,449204.3
COXWOLD VIEW,WETHERBY,11/2/2021 0:00,18/2/2021 00:00:00,440183.32,448995.62
GROVE ROAD,BOSTON SPA,10/2/2021 0:00,,443139,445064
GROVE ROAD,BOSTON SPA,10/2/2021 0:00,,443173,445145
VALLEY ROAD,PUDSEY,10/2/2021 0:00,15/2/2021 00:00:00,422652.21,432679.08
STONEGATE ROAD,MEANWOOD,10/2/2021 0:00,,430263.36,438820.47
STONEGATE ROAD,MEANWOOD,10/2/2021 0:00,16/2/2021 00:00:00,430001.1,438643.71
STONEGATE ROAD,MEANWOOD,10/2/2021 0:00,,430179.45,438752.95
THORPE LANE,MIDDLETON,10/2/2021 0:00,12/2/2021 0:00,429750.92,426974.11
THORPE LANE,MIDDLETON,10/2/2021 0:00,12/2/2021 0:00,429568.81,426889.68
TAYLOR LANE,SCHOLES,10/2/2021 0:00,,439056.72,436119.8
TAYLOR LANE,SCHOLES,10/2/2021 0:00,,439043.23,436171.33
TAYLOR LANE,SCHOLES,10/2/2021 0:00,,439030.29,436238.8
VALLEY TERRACE,SHADWELL,10/2/2021 0:00,18/2/2021 00:00:00,431896.11,439486.39
THE ACRES,ALWOODLEY,10/2/2021 0:00,,428910.04,440168.03
COPLEY LANE,ROBIN HOOD,10/2/2021 0:00,11/2/2021 0:00,432579.02,427537.69
LEEDS ROAD,BRAMHOPE,10/2/2021 0:00,18/2/2021 00:00:00,424504,443884.34
LEEDS ROAD,BRAMHOPE,10/2/2021 0:00,18/2/2021 00:00:00,424127,444004
LEEDS AND BRADFORD ROAD,BRAMLEY,10/2/2021 0:00,12/2/2021 0:00,425729.6,435663.59
LEEDS ROAD TO PONTEFRACT ROAD LINK,STOURTON,10/2/2021 0:00,11/2/2021 0:00,433614.37,429681.73
RODLEY LANE,BRAMLEY,10/2/2021 0:00,12/2/2021 0:00,423449.93,435751.4
LOTHERTON WAY,GARFORTH,10/2/2021 0:00,,440922.08,433784.76
MARSHALL STREET,GARFORTH,10/2/2021 0:00,,440367.05,433288.36
STONEBRIDGE LANE,FARNLEY,10/2/2021 0:00,12/2/2021 0:00,425453.57,432858.44
ROWLAND ROAD,BEESTON,10/2/2021 0:00,11/2/2021 0:00,429966.85,431189.09
GREENHEAD ROAD,WEST PARK,10/2/2021 0:00,16/2/2021 00:00:00,426613.84,437530.59
GARNETT STREET,OTLEY,10/2/2021 0:00,17/2/2021 00:00:00,420498.26,445639.35
BRADFORD ROAD,OTLEY,10/2/2021 0:00,,417866.93,444531.41
BRADFORD ROAD,OTLEY,10/2/2021 0:00,,417833.14,444527.68
BRADFORD ROAD,OTLEY,10/2/2021 0:00,,417929.2,444526.13
BRADFORD ROAD,OTLEY,10/2/2021 0:00,,417828.97,444525.32
BACK MANOR SQUARE,OTLEY,10/2/2021 0:00,,420178.82,445608.78
HORSFALL STREET,MORLEY,10/2/2021 0:00,16/2/2021 00:00:00,425741.27,428738.38
HOWLEY PARK TERRACE,MORLEY,10/2/2021 0:00,12/2/2021 0:00,425962.96,426738.27
WOODHOUSE LANE,WOODHOUSE,10/2/2021 0:00,15/2/2021 00:00:00,429274.62,435073.95
MOOR FLATTS AVENUE,MIDDLETON,9/2/2021 0:00,,430237.27,428214.63
MOOR FLATTS ROAD,MIDDLETON,9/2/2021 0:00,,430190,428303
BACK MANOR SQUARE,OTLEY,9/2/2021 0:00,17/2/2021 00:00:00,420180.55,445611.17
HARLEY TERRACE,SWINNOW,9/2/2021 0:00,,423525.49,433814.81
HARLEY TERRACE,SWINNOW,9/2/2021 0:00,,423525.49,433814.81
BRADFORD ROAD,OTLEY,9/2/2021 0:00,,417866.41,444533.06
BRADFORD ROAD,OTLEY,9/2/2021 0:00,16/2/2021 00:00:00,417825.34,444522.07
FARNLEY LANE,OTLEY,9/2/2021 0:00,18/2/2021 00:00:00,420552.59,446374.69
ROWLAND ROAD,BEESTON,9/2/2021 0:00,11/2/2021 0:00,429968.68,431187.33
DEWSBURY ROAD,HUNSLET,9/2/2021 0:00,10/2/2021 0:00,428563.07,429503.15
DEWSBURY ROAD,HUNSLET,9/2/2021 0:00,10/2/2021 0:00,428705.41,429659.39
WAKEFIELD ROAD,HUNSLET,9/2/2021 0:00,11/2/2021 0:00,432255.91,430035.64
KNOWSTHORPE LANE,CROSS GREEN,9/2/2021 0:00,,431998.02,432101.98
KNOWSTHORPE LANE,CROSS GREEN,9/2/2021 0:00,,432106.56,432023.04
